0.047095016527109956,
0.1355241300189413,
0.045436325187573026,
0.02419551353423414,
0.06308768769628369,
0.05886266755033511,
0.07172846791857906,
0.04577033537354324,
0.030973118741806506,
0.0400854599246903,
0.030603564623279865,
0.040183489334008365,
0.03829958304451774,
0.057362186118147196,
0.03962980904685346,
0.07592893153513723,
0.044811073354726554,
0.04718766866865626,
0.07624853229917786,
0.05397873398142328,
0.10323671196638101,
0.11935309781466173,
0.18655313772528803,
0.08697144204053274,
0.04048310201643442,
0.07450462918245881,
0.15191058505176394,
0.06472376567924985,
0.06549138329826303,
0.07165346126985772,
0.04301964404993176,
0.05761220026885179,
0.07333946714668171,
0.12426088078255033,
0.050854474028811554,
0.053816142180037344,
0.09065538472136869,
0.048309445660427115,
0.029568845006116146,
0.14254450759907078,
0.16882528010404088,
0.13456205530010512,
0.06999099642263992,
0.20860084605950083,
0.10112402361483143,
0.03920458948992228,
0.074168364360096,
0.08166264900470807,
0.04221280441256665,
0.08545547714480009,
0.09899509607869003,
0.10733314595595478,
0.050214130055017285,
0.0472593587808778,
0.05555543187058538,
0.08044156407520321,
0.08730288367020968,
0.08556925665821583,
0.06384853369363748,
0.09737095891347547,
0.02602589030048635,
0.09551177964499849,
0.05328613837599547,
0.06117930337850355,
0.0459301170164923,
0.09887795663661894,
0.05270093176207348,
0.025958083724593725,
0.06857536951309909,
0.05661855915604778,
0.10210923762174129,
0.11518936305341679,
0.09656025340198865,
0.09941211507508493,
0.15368691180343605,
0.16154350153697972,
0.09548898742693733,
0.1275656497020453,
0.05911743547282744,
0.10943331583281932,
0.08038961977146028,
0.17138318327629656,
0.14617753226791455,
0.04072033300057259,
0.026977924428872167,
0.14720937842070164,
0.049148951475557104,
0.10152523310002846,
0.11586615453233852,
0.06308520118855004,
0.024215697802413977,
0.06317732857881037,
0.03513567578592582,
0.054633603993543056,
0.15354521674226004,
0.1423223126553296,
0.0795972042915163,
0.08445089508826384,
0.07423752427584056,
0.02706672467607957,
0.05009459841537413,
0.08041708094419509,
0.12084104082095729,
0.06646382914983041,
0.11168245290148411,
0.06619642278158565,
0.09027831627400199,
0.10324502636957415,
0.09915985429879492,
0.04227385493777685,
0.10064465743740734,
0.10667811821524749,
0.07101641223605713,
0.07735977436425097,
0.08343398243409977,
0.21038612142814309,
0.09075850630445866,
0.03296555603664353,
0.05424563728380319,
0.10052024609790215,
0.08028723415061066,
0.05884417785602373,
0.14865034591802778,
0.04538427619407431,
0.06545681578417364,
0.045036872794610425,
0.1538359383114297,
0.11672771685999965,
0.046612890046693625,
0.040634987925474805,
0.07276149249390995,
0.10754413942754718,
0.07718148894675925,
0.06873272438412309,
0.047581937868893275,
0.06638521723759573,
0.1124021923242246,
0.13653678489408325,
0.032817985077444045,
0.0482462202765343,
0.11338742803107661,
0.10795322673421183,
0.038631851801445176,
0.04568650442293735,
0.1837258787950181,
0.10780594168300149,
0.09958336741343059,
0.06439907304378438,
0.08549510598796639,
0.16040207392230646,
0.033837827675932526,
0.1908700688022546,
0.10442762442950607,
0.049378471473648426,
0.08026712232298308,
0.05321474662406117,
0.047532666600819215,
0.14294487015846888,
0.06777801802467706,
0.055147025442802276,
0.029052105626994246,
0.17613634900069136,
0.057012577579074825,
0.05419738639649943,
0.10907301142873485,
0.11341723129058648,
0.06183662085189372,
0.045808385429338,
0.051631208961990104,
0.06007976578323529,
0.19262671107598603,
0.06281502390212422,
0.04117023798043752,
0.11892072284590265,
0.08192557655881551,
0.032762328706181454,
0.09711677172758391,
0.05326946478406925,
0.11885772843268319,
0.08738311327015677,
0.03851930829696676,
0.13478692902118336,
0.17212817826502771,
0.06578133086956042,
0.0897139583991408,
0.08355905410156185,
0.04822509612272271,
0.03417951952472192,
0.03740930429144574,
0.03651674735429651,
0.051943316818819,
0.03625200130903992,
0.08186817820342528,
0.07277347855502528,
0.0802265757752589,
0.19001969316849565,
0.060985006520195235,
0.130267739001372,
0.040787847743393224,
0.08630827846397035,
